"ComputerName","OperatingSystem","OSVersion","LastBootTime","Uptime","FreeMemoryGB","UsedMemoryGB","TotalMemoryGB","FreeDiskGB","UsedDiskGB","TotalDiskGB","CPULoadPercentage"
"LON-CL1","Microsoft Windows 10 Enterprise 64-bit","10.0.19043","3/17/2026 4:24:07 PM","0 days, 21 hours, 2 minutes","1.08","2.92","4","83.07","43.39","126.46","21"
